Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

summaryId,activityId,unixTimestampInMs,latitudeInDegree,longitudeInDegree,elevationInMeters,airTemperatureCelcius,heartRate,speedMetersPerSecond,stepsPerMinute,totalDistanceInMeters,timerDurationInMs,clockDurationInMs,movingDurationInMs,powerInWatts,bikeCadenceInRPM,swimCadenceInStrokesPerMinute
23229338134-detail,23229338134,1781324732000,,,,,58,,,,0,0,0,,,
23229338134-detail,23229338134,1781324733000,,,,,58,,,,1000,1000,0,,,
23229338134-detail,23229338134,1781324734000,,,,,59,,,,2000,2000,0,,,
23229338134-detail,23229338134,1781324735000,,,,,57,,,,3000,3000,0,,,
23229338134-detail,23229338134,1781324736000,,,,,59,,,,4000,4000,0,,,
23229338134-detail,23229338134,1781324737000,,,,,60,,,,5000,5000,0,,,
23229338134-detail,23229338134,1781324738000,,,,,59,,,,6000,6000,0,,,
23229338134-detail,23229338134,1781324739000,,,,,60,,,,7000,7000,0,,,
23229338134-detail,23229338134,1781324740000,,,,,61,,,,8000,8000,0,,,
23229338134-detail,23229338134,1781324741000,,,,,60,,,,9000,9000,0,,,
23229338134-detail,23229338134,1781324742000,,,,,61,,,,10000,10000,0,,,
23229338134-detail,23229338134,1781324743000,,,,,62,,,,11000,11000,0,,,
23229338134-detail,23229338134,1781324744000,,,,,60,,,,12000,12000,0,,,
23229338134-detail,23229338134,1781324745000,,,,,59,,,,13000,13000,0,,,
23229338134-detail,23229338134,1781324746000,,,,,57,,,,14000,14000,0,,,
23229338134-detail,23229338134,1781324747000,,,,,57,,,,15000,15000,0,,,
23229338134-detail,23229338134,1781324748000,,,,,57,,,,16000,16000,0,,,
23229338134-detail,23229338134,1781324749000,,,,,58,,,,17000,17000,0,,,
23229338134-detail,23229338134,1781324750000,,,,,59,,,,18000,18000,0,,,
23229338134-detail,23229338134,1781324751000,,,,,59,,,,19000,19000,0,,,
23229338134-detail,23229338134,1781324752000,,,,,61,,,,20000,20000,0,,,
23229338134-detail,23229338134,1781324753000,,,,,62,,,,21000,21000,0,,,
23229338134-detail,23229338134,1781324754000,,,,,62,,,,22000,22000,0,,,
23229338134-detail,23229338134,1781324755000,,,,,63,,,,23000,23000,0,,,
23229338134-detail,23229338134,1781324756000,,,,,63,,,,24000,24000,0,,,
23229338134-detail,23229338134,1781324757000,,,,,63,,,,25000,25000,0,,,
23229338134-detail,23229338134,1781324758000,,,,,62,,,,26000,26000,0,,,
23229338134-detail,23229338134,1781324759000,,,,,61,,,,27000,27000,0,,,
23229338134-detail,23229338134,1781324760000,,,,,60,,,,28000,28000,0,,,
23229338134-detail,23229338134,1781324761000,,,,,60,,,,29000,29000,0,,,
23229338134-detail,23229338134,1781324762000,,,,,59,,,,30000,30000,0,,,
23229338134-detail,23229338134,1781324763000,,,,,59,,,,31000,31000,0,,,
23229338134-detail,23229338134,1781324764000,,,,,59,,,,32000,32000,0,,,
23229338134-detail,23229338134,1781324765000,,,,,60,,,,33000,33000,0,,,
23229338134-detail,23229338134,1781324766000,,,,,59,,,,34000,34000,0,,,
23229338134-detail,23229338134,1781324767000,,,,,59,,,,35000,35000,0,,,
23229338134-detail,23229338134,1781324768000,,,,,59,,,,36000,36000,0,,,
23229338134-detail,23229338134,1781324769000,,,,,59,,,,37000,37000,0,,,
23229338134-detail,23229338134,1781324770000,,,,,59,,,,38000,38000,0,,,
23229338134-detail,23229338134,1781324771000,,,,,59,,,,39000,39000,0,,,
23229338134-detail,23229338134,1781324772000,,,,,59,,,,40000,40000,0,,,
23229338134-detail,23229338134,1781324773000,,,,,59,,,,41000,41000,0,,,
23229338134-detail,23229338134,1781324774000,,,,,59,,,,42000,42000,0,,,
23229338134-detail,23229338134,1781324775000,,,,,59,,,,43000,43000,0,,,
23229338134-detail,23229338134,1781324776000,,,,,59,,,,44000,44000,0,,,
23229338134-detail,23229338134,1781324777000,,,,,59,,,,45000,45000,0,,,
23229338134-detail,23229338134,1781324778000,,,,,59,,,,46000,46000,0,,,
23229338134-detail,23229338134,1781324779000,,,,,59,,,,47000,47000,0,,,
23229338134-detail,23229338134,1781324780000,,,,,59,,,,48000,48000,0,,,
23229338134-detail,23229338134,1781324781000,,,,,59,,,,49000,49000,0,,,
23229338134-detail,23229338134,1781324782000,,,,,59,,,,50000,50000,0,,,
23229338134-detail,23229338134,1781324783000,,,,,59,,,,51000,51000,0,,,
23229338134-detail,23229338134,1781324784000,,,,,59,,,,52000,52000,0,,,
23229338134-detail,23229338134,1781324785000,,,,,59,,,,53000,53000,0,,,
23229338134-detail,23229338134,1781324786000,,,,,60,,,,54000,54000,0,,,
23229338134-detail,23229338134,1781324787000,,,,,60,,,,55000,55000,0,,,
23229338134-detail,23229338134,1781324788000,,,,,60,,,,56000,56000,0,,,
23229338134-detail,23229338134,1781324789000,,,,,60,,,,57000,57000,0,,,
23229338134-detail,23229338134,1781324790000,,,,,60,,,,58000,58000,0,,,
23229338134-detail,23229338134,1781324791000,,,,,60,,,,59000,59000,0,,,
